127.0.0.1 - - [30/Nov/2023:13:45:39 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:46 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:46 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:48 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:48 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:49 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:49 +0900] "POST /MySNS/jsp/userList.jsp HTTP/1.1" 200 1191
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:54 +0900] "POST /MySNS/jsp/friendAdd.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:55 +0900] "POST /MySNS/jsp/userList.jsp HTTP/1.1" 200 1191
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:55 +0900] "GET /MySNS/friendAdd.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:55 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:55 +0900] "POST /MySNS/jsp/userList.jsp HTTP/1.1" 200 1191
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:56 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:56 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:56 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:56 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 680
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:57 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 1808
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:58 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:59 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:59 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:59 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:59 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:31:00 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:31:00 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:35:38 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3859
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:35:38 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:35:38 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:35:38 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 680
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:35:40 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:35:40 +0900] "POST /MySNS/jsp/feedView.jsp HTTP/1.1" 200 213
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:52 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3579
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:52 +0900] "GET /MySNS/css/core.css HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:52 +0900] "GET /MySNS/css/main.css HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:52 +0900] "GET /MySNS/js/core.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:52 +0900] "GET /MySNS/js/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:52 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:52 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:52 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:52 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 680
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:54 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 1808
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:55 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:57 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:57 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:57 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:57 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:58 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:58 +0900] "POST /MySNS/jsp/userList.jsp HTTP/1.1" 200 1191
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:58 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:59 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:59 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:36:59 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 680
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:37:00 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:37:00 +0900] "POST /MySNS/jsp/userGet.jsp HTTP/1.1" 200 74
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:37:02 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:37:02 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:37:02 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:37:02 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 680
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:37:03 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 1808
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:37:04 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:37:04 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:37:04 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:37:04 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:37:05 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:37:17 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:14 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3579
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:14 +0900] "GET /MySNS/css/core.css HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:14 +0900] "GET /MySNS/css/main.css HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:14 +0900] "GET /MySNS/js/core.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:14 +0900] "GET /MySNS/js/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:14 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:14 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:14 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:14 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 680
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:16 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 1808
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:17 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:18 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:18 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:24 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3593
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:24 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:24 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:24 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 680
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:25 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 1808
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:29 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:29 +0900] "POST /MySNS/jsp/userGet.jsp HTTP/1.1" 200 74
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:30 +0900] "POST /MySNS/jsp/logout.jsp HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:40 +0900] "POST /MySNS/jsp/login.jsp?id=logi@abc.com&ps=111 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:40 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:40 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:40 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:40 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 680
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:42 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:42 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:44 +0900] "POST /MySNS/jsp/friendRemove.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:45 +0900] "POST /MySNS/jsp/userList.jsp HTTP/1.1" 200 1191
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:45 +0900] "GET /MySNS/friend.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:45 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:45 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:45 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:45 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:45 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:45 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:38:49 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:04 +0900] "POST /MySNS/jsp/feedAdd.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:04 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:04 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:05 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:05 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:05 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:06 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:06 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:06 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:06 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:28 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3604
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:29 +0900] "GET /MySNS/css/core.css HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:29 +0900] "GET /MySNS/css/main.css HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:29 +0900] "GET /MySNS/js/core.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:29 +0900] "GET /MySNS/js/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:29 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:29 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:29 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:29 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:40 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3604
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:40 +0900] "GET /MySNS/css/core.css HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:40 +0900] "GET /MySNS/css/main.css HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:40 +0900] "GET /MySNS/js/core.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:40 +0900] "GET /MySNS/js/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:40 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:40 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:40 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:40 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:42 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:42 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:42 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:42 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:51 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3606
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:51 +0900] "GET /MySNS/css/core.css HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:51 +0900] "GET /MySNS/css/main.css HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:51 +0900] "GET /MySNS/js/core.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:51 +0900] "GET /MySNS/js/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:51 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:51 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:51 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:51 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:52 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:53 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:53 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:53 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:53 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:54 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:54 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:54 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:54 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:55 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:55 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:55 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:55 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:55 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:55 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:56 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:58 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:58 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:39:58 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:07 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3606
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:07 +0900] "GET /MySNS/css/main.css HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:07 +0900] "GET /MySNS/css/core.css HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:07 +0900] "GET /MySNS/js/core.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:07 +0900] "GET /MySNS/js/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:07 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:07 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:07 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:07 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:08 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:08 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:09 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:09 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:09 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:09 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:09 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:10 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:11 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:18 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3606
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:18 +0900] "GET /MySNS/css/core.css HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:18 +0900] "GET /MySNS/css/main.css HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:18 +0900] "GET /MySNS/js/core.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:18 +0900] "GET /MySNS/js/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:18 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:18 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:18 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:18 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:19 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:19 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:19 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:23 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3606
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:23 +0900] "GET /MySNS/css/core.css HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:23 +0900] "GET /MySNS/css/main.css HTTP/1.1" 200 1352
